uid,component_type,discipline,x1,y1,x2,y2,Airflow_m3h,Capacity_m3h,Coating,ContaminatedPath,Diameter_mm,DuctSize_mm,EquipmentType,FluidType,IP_Rating,Insulation,Length_m,Material,Material_Grade,PressureClass,PressureRating_PSI,SectionType,Status,Vendor,VoltageLevel,Voltage_V
CMP-100915,Compressor,Equipment,22.03,53.43,38.93,88.51,,50,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Delta,,6600
CMP-100916,Transformer,Electrical,500.68,406.65,535.17,443.03,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Theta,MV_11kV,
CMP-100917,Flange,Piping,602.16,682.6,617.68,700.85,,,,,150,,,Steam,,No,,PVC,,,300,,Installed,Vendor_Gamma,,
CMP-100918,Duct,HVAC,88.6,128.9,106.64,167.33,2500,,,,,200x200,,,,None,,Aluminum,,Low,,,Fabricated,Vendor_HVAC_2,,
CMP-100919,Flange,Piping,730.1,267.27,754.8,287.0,,,,,250,,,Steam,,Yes,,Carbon_Steel,,,150,,Procured,Vendor_Gamma,,
CMP-100920,I_Beam,Structural,326.16,292.49,360.08,310.08,,,None,,,,,,,,12.0,,A572_G50,,,UB_203x133,Inspected,,,
CMP-100921,Compressor,Equipment,521.71,340.5,544.77,364.72,,50,,,,,Centrifugal,,,,,,,,,,Installed,Vendor_Epsilon,,415
CMP-100922,Flange,Piping,795.81,79.66,831.89,109.53,,,,,200,,,Water,,No,,Carbon_Steel,,,600,,Installed,Vendor_Gamma,,
CMP-100923,Switchgear,Electrical,55.04,94.6,93.52,126.22,,,,,,,,,IP65,,,,,,,,Connected,Vendor_Theta,HV_33kV,
CMP-100924,Flange,Piping,87.6,235.87,110.1,251.44,,,,,50,,,Water,,Yes,,PVC,,,600,,Installed,Vendor_Alpha,,
CMP-100925,Heat_Exchanger,Equipment,544.01,75.19,560.24,97.98,,50,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Epsilon,,6600
CMP-100926,Reducer,Piping,697.07,48.52,735.04,74.02,,,,,100,,,Oil,,Yes,,PVC,,,,,,Vendor_Beta,,
CMP-100927,Duct,HVAC,257.85,433.6,286.88,468.45,500,,,,,,,,,None,,Galvanized_Steel,,Low,,,Commissioned,,,
CMP-100928,Air_Handler,HVAC,539.02,530.9,575.07,558.22,5000,,,,,800x600,,,,None,,Galvanized_Steel,,High,,,Balanced,Vendor_HVAC_1,,
CMP-100929,Switchgear,Electrical,603.5,368.37,642.95,393.51,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Zeta,MV_11kV,
CMP-100930,Pump,Equipment,227.77,195.0,243.93,211.8,,50,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Delta,,6600
CMP-100931,Cable_Tray,Electrical,327.22,332.95,345.89,364.15,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Theta,MV_11kV,
CMP-100932,Heat_Exchanger,Equipment,206.1,267.22,242.85,303.67,,250,,,,,Reciprocating,,,,,,,,,,,Vendor_Delta,,3300
CMP-100933,Reducer,Piping,491.85,162.69,509.61,184.87,,,,,50,,,Gas,,,,Stainless_Steel,,,600,,Tested,Vendor_Beta,,
CMP-100934,Junction_Box,Electrical,262.68,356.25,288.63,374.59,,,,,,,,,IP55,,,,,,,,Energized,Vendor_Zeta,HV_33kV,
CMP-100935,Flange,Piping,669.12,385.42,701.37,407.22,,,,,50,,,Gas,,Yes,,PVC,,,-9999,,Procured,Vendor_Gamma,,
CMP-100936,Damper,HVAC,584.77,704.22,599.85,743.19,500,,,,,800x600,,,,Thermal,,Aluminum,,Low,,,Balanced,Vendor_HVAC_2,,
CMP-100937,Air_Handler,HVAC,106.48,350.3,126.39,371.42,5000,,,,,,,,,None,,Galvanized_Steel,,High,,,,,,
CMP-100938,Damper,HVAC,228.17,626.59,248.29,651.9,5000,,,,,200x200,,,,Acoustic,,Galvanized_Steel,,Low,,,Commissioned,Vendor_HVAC_2,,
CMP-100939,Diffuser,HVAC,823.79,85.44,861.88,115.73,1200,,,,,,,,,None,,Galvanized_Steel,,,,,Commissioned,Vendor_HVAC_1,,
CMP-100940,Switchgear,Electrical,110.08,372.59,130.81,401.98,,,,,,,,,IP65,,,,,,,,Energized,Vendor_Zeta,,
CMP-100941,Pipe_Segment,Piping,620.57,154.78,656.13,175.64,,,,,100,,,Steam,,No,,,,,300,,,Vendor_Gamma,,
CMP-100942,Storage_Tank,Equipment,584.42,636.12,606.91,668.29,,100,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Epsilon,,415
CMP-100943,Pipe_Segment,Piping,707.98,168.25,726.82,185.96,,,,,250,,,Steam,,No,,Stainless_Steel,,,600,,Procured,Vendor_Beta,,
CMP-100944,Compressor,Equipment,271.26,202.16,291.61,235.5,,250,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Delta,,6600
CMP-100945,Pump,Equipment,226.76,510.19,265.5,528.02,,100,,,,,Shell_and_Tube,,,,,,,,,,Delivered,Vendor_Delta,,
CMP-100946,Pipe_Segment,Piping,237.35,406.59,260.83,435.03,,,,,100,,,Steam,,Yes,,PVC,,,-9999,,Designed,Vendor_Gamma,,
CMP-100947,Cable_Tray,Electrical,399.91,463.7,416.91,497.7,,,,,,,,,IP65,,,,,,,,,Vendor_Zeta,HV_33kV,
CMP-100948,Pipe_Segment,Piping,95.27,135.45,128.82,166.38,,,,,200,,,,,No,,,,,150,,Designed,Vendor_Beta,,
CMP-100949,Platform,Structural,624.96,576.28,652.56,598.53,,,None,,,,,,,,12.0,,A36,,,,Fabricated,,,
CMP-100950,Heat_Exchanger,Equipment,761.92,222.28,792.46,238.34,,500,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Delta,,
CMP-100951,Switchgear,Electrical,593.0,82.08,626.1,103.96,,,,,,,,,IP55,,,,,,,,Connected,Vendor_Theta,MV_11kV,
CMP-100952,I_Beam,Structural,349.59,595.1,384.22,619.48,,,Painted_Epoxy,,,,,,,,12.0,,,,,PFC_200,Inspected,,,
CMP-100953,Diffuser,HVAC,576.28,570.57,591.7,601.18,500,,,,,400x300,,,,None,,Aluminum,,Low,,,Fabricated,Vendor_HVAC_2,,
CMP-100954,Compressor,Equipment,468.6,671.63,496.49,696.08,,500,,,,,Shell_and_Tube,,,,,,,,,,Delivered,Vendor_Epsilon,,415
CMP-100955,Storage_Tank,Equipment,386.88,131.02,407.95,156.51,,500,,,,,Reciprocating,,,,,,,,,,Installed,,,3300
CMP-100956,Reducer,Piping,282.46,707.55,307.21,731.42,,,,,50,,,Steam,,No,,PVC,,,150,,Designed,Vendor_Beta,,
CMP-100957,Switchgear,Electrical,390.07,215.85,412.34,245.24,,,,,,,,,IP55,,,,,,,,Energized,Vendor_Zeta,HV_33kV,
CMP-100958,Damper,HVAC,767.37,212.8,800.51,231.16,2500,,,,,200x200,,,,Thermal,,Galvanized_Steel,,,,,Installed,Vendor_HVAC_2,,
CMP-100959,Storage_Tank,Equipment,548.41,638.44,566.46,671.65,,,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Delta,,3300
CMP-100960,Pump,Equipment,587.79,158.59,608.21,183.71,,,,,,,Centrifugal,,,,,,,,,,Ordered,Vendor_Epsilon,,415
CMP-100961,Platform,Structural,105.78,692.52,142.24,726.99,,,Galvanized,,,,,,,,6.0,,S355,,,UB_203x133,Erected,,,
CMP-100962,Cable_Tray,Electrical,514.77,606.32,542.87,621.65,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Zeta,MV_11kV,
CMP-100963,Cable_Tray,Electrical,814.05,496.08,838.84,526.32,,,,,,,,,,,,,,,,,Laid,Vendor_Theta,LV_415V,
CMP-100964,Flange,Piping,223.26,297.9,250.19,333.85,,,,,300,,,,,Yes,,Alloy_Steel,,,150,,Installed,Vendor_Alpha,,
CMP-100965,Flange,Piping,860.4,506.79,896.83,529.14,,,,,50,,,Steam,,,,Alloy_Steel,,,600,,Tested,Vendor_Gamma,,
CMP-100966,Pipe_Segment,Piping,124.86,110.15,159.37,125.6,,,,,50,,,Water,,No,,,,,150,,Designed,Vendor_Gamma,,
CMP-100967,Cable_Tray,Electrical,308.34,541.61,325.84,561.0,,,,,,,,,IP65,,,,,,,,Laid,Vendor_Zeta,MV_11kV,
CMP-100968,Junction_Box,Electrical,402.03,412.96,439.59,443.49,,,,,,,,,IP55,,,,,,,,Connected,Vendor_Zeta,MV_11kV,
CMP-100969,Diffuser,HVAC,722.22,259.83,743.16,296.4,1200,,,,,400x300,,,,,,Galvanized_Steel,,Medium,,,Commissioned,Vendor_HVAC_1,,
CMP-100970,Duct,HVAC,476.66,715.23,506.18,731.85,5000,,,,,400x300,,,,None,,Aluminum,,High,,,Commissioned,Vendor_HVAC_2,,
CMP-100971,Platform,Structural,100.69,385.55,119.32,420.14,,,None,,,,,,,,3.0,,S355,,,UB_203x133,Inspected,,,
CMP-100972,Damper,HVAC,877.96,643.38,895.67,679.36,1200,,,,,400x300,,,,None,,Galvanized_Steel,,Medium,,,,Vendor_HVAC_1,,
CMP-100973,Cable_Tray,Electrical,431.46,312.39,468.75,343.44,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Theta,LV_415V,
CMP-100974,Heat_Exchanger,Equipment,611.53,412.81,626.97,448.28,,500,,,,,Centrifugal,,,,,,,,,,Commissioned,Vendor_Delta,,415
CMP-100975,Switchgear,Electrical,510.05,122.63,541.57,139.97,,,,,,,,,IP65,,,,,,,,Laid,,HV_33kV,
CMP-100976,Junction_Box,Electrical,108.43,601.43,145.49,635.59,,,,,,,,,IP55,,,,,,,,Laid,Vendor_Theta,MV_11kV,
CMP-100977,Damper,HVAC,236.54,577.4,259.31,605.13,1200,,,,,200x200,,,,None,,,,Low,,,Commissioned,Vendor_HVAC_2,,
CMP-100978,Pipe_Segment,Piping,125.11,705.76,149.79,725.81,,,,,250,,,,,,,,,,150,,Installed,,,
CMP-100979,Duct,HVAC,792.05,244.97,818.38,279.31,5000,,,,,400x300,,,,Thermal,,Aluminum,,High,,,Commissioned,Vendor_HVAC_2,,
CMP-100980,Transformer,Electrical,72.36,680.05,109.5,713.2,,,,,,,,,IP67,,,,,,,,Laid,Vendor_Zeta,MV_11kV,
CMP-100981,Junction_Box,Electrical,850.55,666.16,890.1,695.3,,,,,,,,,IP65,,,,,,,,,Vendor_Theta,LV_415V,
CMP-100982,Valve,Piping,198.6,337.71,215.83,356.03,,,,,100,,,Steam,,Yes,,PVC,,,300,,Procured,Vendor_Alpha,,
CMP-100983,Damper,HVAC,20.42,98.83,54.18,119.78,5000,,,,,600x400,,,,Acoustic,,Galvanized_Steel,,Medium,,,Balanced,Vendor_HVAC_1,,
CMP-100984,Storage_Tank,Equipment,63.01,624.89,85.36,640.97,,50,,,,,Reciprocating,,,,,,,,,,Ordered,Vendor_Delta,,415
CMP-100985,Compressor,Equipment,686.82,369.76,714.65,407.64,,50,,,,,,,,,,,,,,,Delivered,Vendor_Delta,,6600
CMP-100986,Platform,Structural,174.46,402.29,207.82,429.57,,,None,,,,,,,,6.0,,S355,,,UC_254x254,Fabricated,,,
CMP-100987,Damper,HVAC,509.16,717.14,534.37,740.6,500,,,,,800x600,,,,Acoustic,,Aluminum,,High,,,Fabricated,Vendor_HVAC_2,,
CMP-100988,Compressor,Equipment,486.45,585.32,522.95,600.71,,50,,,,,Reciprocating,,,,,,,,,,Installed,Vendor_Delta,,415
CMP-100989,Reducer,Piping,630.87,481.69,646.24,505.07,,,,,200,,,Steam,,,,Carbon_Steel,,,600,,,Vendor_Beta,,
CMP-100990,Diffuser,HVAC,892.02,548.47,930.89,577.41,2500,,,,,600x400,,,,Acoustic,,Galvanized_Steel,,Low,,,Fabricated,Vendor_HVAC_1,,
CMP-100991,Diffuser,HVAC,897.51,438.76,929.8,466.44,2500,,,,,400x300,,,,Thermal,,Galvanized_Steel,,High,,,Commissioned,Vendor_HVAC_1,,
CMP-100992,Cable_Tray,Electrical,341.24,145.33,378.62,170.37,,,,,,,,,IP67,,,,,,,,Energized,Vendor_Theta,LV_415V,
CMP-100993,Pipe_Segment,Piping,667.47,484.58,694.01,514.84,,,,,250,,,Steam,,Yes,,Stainless_Steel,,,600,,Procured,Vendor_Gamma,,
CMP-100994,Flange,Piping,633.41,20.46,664.5,52.52,,,,,,,,Oil,,No,,PVC,,,150,,Installed,Vendor_Gamma,,
CMP-100995,Pipe_Segment,Piping,625.71,137.54,663.2,156.94,,,,,100,,,Gas,,No,,PVC,,,300,,Installed,Vendor_Alpha,,
CMP-100996,Storage_Tank,Equipment,730.58,601.22,751.13,639.74,,250,,,,,Shell_and_Tube,,,,,,,,,,,Vendor_Epsilon,,3300
CMP-100997,Storage_Tank,Equipment,670.18,672.51,689.63,711.14,,100,,,,,Shell_and_Tube,,,,,,,,,,Installed,Vendor_Delta,,415
CMP-100998,Diffuser,HVAC,352.31,37.96,383.46,65.93,,,,,,600x400,,,,Acoustic,,Aluminum,,Medium,,,,Vendor_HVAC_1,,
CMP-100999,Duct,HVAC,853.69,99.24,880.72,126.35,2500,,,,,,,,,Acoustic,,Galvanized_Steel,,Medium,,,Fabricated,Vendor_HVAC_2,,
CMP-101000,Flange,Piping,764.84,161.61,785.25,180.95,,,,,200,,,Oil,,,,Stainless_Steel,,,600,,Designed,,,
